tour_key_hash,organization,tour_key,tour_id,contr_num,tour_booked_date,tour_date,tour_status_code,tour_status_desc,tour_type_code,tour_type_desc,tour_wave_code,tour_wave_desc,wave_time,formatted_wave_time,tour_arrival_time,tour_length,manifest_code,manifest_description,office_active___inactive_flag,office_code,office_description,office_division,office_region,office_sales_type,office_site,office_subregion,office_subsite,marketing_box_code,marketing_box_desc,marketing_company_code,marketing_company_desc,channel,marketing_source_department_code_debit,dept_desc,dept_type,tour_channel,marketing_program_code,marketing_program_desc,last_refresh_time,activator_code,activator_desc,tour_disqualification_code,tour_disqualification_desc,tour_purchase_date,tour_activation_date,source_code,source_desc,external_tour_id,office_code_consolidated,office_brand,tour_confirmation_code,tour_confirmation_desc,mobile_office_code,mobile_office_desc,call_center_code,call_center_desc,activation_promotion_code,activation_promotion_desc,customer_care_promotion_code,customer_care_promotion_desc,marketing_package_type_code,marketing_package_type_desc,promotion_code,promotion_desc,summary_code,summary_desc,package_sale_id,tour_length_str,market_link,offer_type,market_mix,item_status,offer_cd,offer_desc,sales_line
52,DRI,DRI_T8300679,8300679,-1,2010-03-14,2010-03-19,1,Book,42,Inhouse Multi Media,1,Club Cala Blanca Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,null,null,null,null,true,237,W-Club Cala Blanca,International,North America/Europe,Developer,Europe,East,Gran Canaria,null,null,16707,Onsite Marketing,null,null,null,null,GVC Member ,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,728,II Inbound Guest,null,DRI237,DRI,null,null,null,null,null,null,null,null,null,null,null,null,802,Exchange/Inbound II Weeks,ECH,Exchange ,null,null,null,null,null,null,null,null,null
754,DRI,DRI_T7837611,7837611,-1,2005-12-22,2005-12-22,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T00:00:00.000Z,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,36,Guest Cert (Exchange),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,5,RCI / II ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,801,Exchange/Inbound RCI Week Resv,ECH,Exchange ,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
561,DRI,DRI_T7679213,7679213,-1,2005-09-01,2005-09-01,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,07:00 PM,1970-01-01T04:00:00.000Z,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,36,Guest Cert (Exchange),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,5,RCI / II ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,801,Exchange/Inbound RCI Week Resv,ECH,Exchange ,null,1970-01-01 04:00:00,null,null,null,null,null,null,null
369,DRI,DRI_T8291531,8291531,-1,2006-08-10,2006-08-10,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T00:00:00.000Z,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,36,Guest Cert (Exchange),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,5,RCI / II ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,801,Exchange/Inbound RCI Week Resv,ECH,Exchange ,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
770,DRI,DRI_T7332782,7332782,-1,2002-12-26,2002-12-26,9,Expired,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 AM,1970-01-01T00:00:00.000Z,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,22,Global Vacation Club Member,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,101,LSI Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,800,Owner Reservations ,FAF,FIXED FLOAT,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
785,DRI,DRI_T8584143,8584143,-1,2011-12-09,2012-12-19,7,Reschedule Out,LIN,Regular Line,UNH,06:00 AM - Unhooked,1970-01-01T06:00:00.000Z,06:00 AM,null,null,16087,Lake Tahoe Vacation Resort,true,EVT,Lake Tahoe Line,Domestic,North America/Europe,Developer,Lake Tahoe,West / Midwest / Atl,Lake Tahoe CA,IT001,Inbound TAC - Non Owners,16370,DRI National Marketing Center,Telemarketing,16515,DM National Marketing Summerlin,Direct Marketing NMC,null,NM,NATIONAL MARKETING,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2011-09-07,1900-01-01,CZTAC,Corp Mktg Travel Adventure Certificate,null,DRIEVT,DRI,null,null,null,null,DRI,National Marketing Center,null,null,null,null,null,null,CM07,CM TAC  3/2 Free,null,null,null,null,null,null,null,null,null,null,null
265,DRI,DRI_T8551181,8551181,-1,2011-11-18,2012-01-18,7,Reschedule Out,LIN,Regular Line,UNH,06:00 AM - Unhooked,1970-01-01T06:00:00.000Z,06:00 AM,null,null,14959,Desert Paradise,true,PTL,Polo Towers at Cancun Action Line,Domestic,North America/Europe,Developer,Las Vegas,LV HGV,Cancun,IT001,Inbound TAC - Non Owners,16370,DRI National Marketing Center,Telemarketing,16515,DM National Marketing Summerlin,Direct Marketing NMC,null,NM,NATIONAL MARKETING,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2011-11-18,1900-01-01,CZTAC,Corp Mktg Travel Adventure Certificate,null,DRIPTL,DRI,null,null,null,null,DRI,National Marketing Center,null,null,null,null,null,null,CM07,CM TAC  3/2 Free,null,null,null,null,null,null,null,null,null,null,null
4,DRI,DRI_T83743111,83743111,-1,2016-08-31,2016-09-02,2,Show,LIN,Regular Line,BBI,09:30 AM - Exch REMOVE 10/11,1970-01-01T09:30:00.000Z,09:30 AM,09:35 AM,1970-01-01T02:42:00.000Z,12701,Los Abrigados,true,ILA,Los Abrigados In House,Domestic,North America/Europe,Developer,Sedona,West / Midwest / Atl,Los Abrigados,ROTH,RENTAL-OTHER,11879,RPM,InHouse,16263,InHouse - NonOwner,OnSite Marketing,Non-Owner,REN,HOTEL GUEST,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2016-08-31,1900-01-01,ZPHON,Hotel Phone Booking,null,DRIILA,DRI,null,null,null,null,NON,None,null,null,null,null,null,null,NON,None,null,null,null,1970-01-01 02:42:00,null,null,null,null,null,null,null
404,DRI,DRI_T8473314,8473314,-1,2011-09-19,2011-09-21,2,Show,INH,In-house,FBI,01:30 PM - LM,1970-01-01T13:30:00.000Z,01:30 PM,01:30 PM,1970-01-01T02:13:00.000Z,11968,SCOTTSDALE VILLA MIRAGE,true,SVI,SVM - Inhouse Line,Domestic,North America/Europe,Developer,Scottsdale,West / Midwest / Atl,Scottsdale,ROTH,RENTAL-OTHER,11879,RPM,InHouse,16263,InHouse - NonOwner,OnSite Marketing,OPC Leads,REN,HOTEL GUEST,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2011-09-19,1900-01-01,ZGPON,Groupon,null,DRISVI,DRI,null,null,null,null,NON,None,null,null,null,null,null,null,IH,In House,null,null,null,1970-01-01 02:13:00,null,null,null,null,null,null,null
402,DRI,DRI_T7693244,7693244,-1,2004-06-11,2004-06-11,5,Cancel,1,Paid Line Tour,2,Wychnor Park Cold Line Wave 2,1970-01-01T12:30:00.000Z,12:30 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,3,C-Wychnor Park Country Club,Domestic,North America/Europe,Developer,Europe,East,Wychnor Park,null,null,16699,Quay - Lancaster,null,null,null,null,null,87,Street Surveys (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,8002,SS0/NS/C07 Street Survey   C&B ,null,DRI3,DRI,null,null,null,null,null,null,null,null,null,null,null,null,618,Rippon 2 Flt Feria (Free Car and UK Break),OMK,Other Marketing,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
227,DRI,DRI_T7493008,7493008,-1,2004-11-05,2004-11-05,5,Cancel,42,Inhouse Multi Media,1,Le Club Mougins Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,116,W-Le Club Mougins,International,North America/Europe,Developer,Europe,East,France Club Mougin,null,null,16707,Onsite Marketing,null,null,null,null,null,65,II Member,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,5,RCI / II ,null,DRI116,DRI,null,null,null,null,null,null,null,null,null,null,null,null,802,Exchange/Inbound II Weeks,ECH,Exchange ,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
589,DRI,DRI_T7611867,7611867,-1,2005-06-30,2005-06-30,4,Show - No tour,44,Autotour (Non Mkting),1,Le Club Mougins Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,10:30 AM,1970-01-01T00:00:00.000Z,null,null,true,116,W-Le Club Mougins,International,North America/Europe,Developer,Europe,East,France Club Mougin,null,null,16707,Onsite Marketing,null,null,null,null,null,65,II Member,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,5,RCI / II ,null,DRI116,DRI,null,null,null,null,null,null,null,null,null,null,null,null,802,Exchange/Inbound II Weeks,ECH,Exchange ,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
57,DRI,DRI_T7327920,7327920,-1,2003-03-21,2003-03-21,4,Show - No tour,44,Autotour (Non Mkting),1,Le Club Mougins Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,10:00 AM,1970-01-01T00:00:00.000Z,null,null,true,116,W-Le Club Mougins,International,North America/Europe,Developer,Europe,East,France Club Mougin,null,null,16707,Onsite Marketing,null,null,null,null,null,65,II Member,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,5,RCI / II ,null,DRI116,DRI,null,null,null,null,null,null,null,null,null,null,null,null,802,Exchange/Inbound II Weeks,ECH,Exchange ,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
402,DRI,DRI_T7598646,7598646,-1,2003-07-04,2003-07-04,4,Show - No tour,44,Autotour (Non Mkting),1,Le Club Mougins Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,10:00 AM,1970-01-01T00:00:00.000Z,null,null,true,116,W-Le Club Mougins,International,North America/Europe,Developer,Europe,East,France Club Mougin,null,null,16707,Onsite Marketing,null,null,null,null,null,65,II Member,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,5,RCI / II ,null,DRI116,DRI,null,null,null,null,null,null,null,null,null,null,null,null,802,Exchange/Inbound II Weeks,ECH,Exchange ,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
341,DRI,DRI_T8425216,8425216,-1,2006-10-13,2006-10-13,5,Cancel,42,Inhouse Multi Media,1,Le Club Mougins Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,116,W-Le Club Mougins,International,North America/Europe,Developer,Europe,East,France Club Mougin,null,null,16707,Onsite Marketing,null,null,null,null,null,65,II Member,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,5,RCI / II ,null,DRI116,DRI,null,null,null,null,null,null,null,null,null,null,null,null,802,Exchange/Inbound II Weeks,ECH,Exchange ,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
535,DRI,DRI_T7824130,7824130,-1,2006-03-24,2006-03-24,4,Show - No tour,44,Autotour (Non Mkting),1,Le Club Mougins Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,10:30 AM,1970-01-01T00:00:00.000Z,null,null,true,116,W-Le Club Mougins,International,North America/Europe,Developer,Europe,East,France Club Mougin,null,null,16707,Onsite Marketing,null,null,null,null,null,65,II Member,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,5,RCI / II ,null,DRI116,DRI,null,null,null,null,null,null,null,null,null,null,null,null,802,Exchange/Inbound II Weeks,ECH,Exchange ,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
695,DRI,DRI_T7983498,7983498,-1,2004-03-18,2004-03-18,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,07:00 PM,null,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,21,Global Fixed Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,101,LSI Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,800,Owner Reservations ,FAF,FIXED FLOAT,null,null,null,null,null,null,null,null,null
100,DRI,DRI_T7412939,7412939,-1,2004-05-31,2004-05-31,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T10:00:00.000Z,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,21,Global Fixed Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,101,LSI Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,800,Owner Reservations ,FAF,FIXED FLOAT,null,1970-01-01 10:00:00,null,null,null,null,null,null,null
482,DRI,DRI_T7739605,7739605,-1,2005-08-25,2005-08-25,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T00:00:00.000Z,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,21,Global Fixed Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,101,LSI Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,800,Owner Reservations ,FAF,FIXED FLOAT,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
268,DRI,DRI_T7447294,7447294,-1,2003-04-17,2003-04-17,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T09:00:00.000Z,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,21,Global Fixed Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,101,LSI Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,800,Owner Reservations ,FAF,FIXED FLOAT,null,1970-01-01 09:00:00,null,null,null,null,null,null,null
683,DRI,DRI_T7560429,7560429,-1,2004-02-29,2004-02-29,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,21,Global Fixed Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,101,LSI Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,800,Owner Reservations ,FAF,FIXED FLOAT,null,null,null,null,null,null,null,null,null
656,DRI,DRI_T8294524,8294524,-1,2006-10-05,2006-10-05,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T00:00:00.000Z,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,21,Global Fixed Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,101,LSI Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,800,Owner Reservations ,FAF,FIXED FLOAT,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
441,DRI,DRI_T8089336,8089336,-1,2005-07-21,2005-07-21,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:00:00.000Z,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:00:00,null,null,null,null,null,null,null
636,DRI,DRI_T7752254,7752254,-1,2004-10-07,2004-10-07,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:59:00.000Z,17196,Royal Sunset Beach Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:59:00,null,null,null,null,null,null,null
470,DRI,DRI_T7800811,7800811,-1,2005-03-31,2005-03-31,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T00:00:00.000Z,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
56,DRI,DRI_T7988883,7988883,-1,2004-03-25,2004-03-25,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
57,DRI,DRI_T7549647,7549647,-1,2004-08-19,2004-08-19,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:30:00.000Z,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:30:00,null,null,null,null,null,null,null
701,DRI,DRI_T7782526,7782526,-1,2004-08-22,2004-08-22,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T02:00:00.000Z,17193,Sunset View Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 02:00:00,null,null,null,null,null,null,null
214,DRI,DRI_T8107317,8107317,-1,2004-12-02,2004-12-02,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T00:00:00.000Z,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
782,DRI,DRI_T8103947,8103947,-1,2004-11-27,2004-11-27,5,Cancel,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T00:00:00.000Z,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
475,DRI,DRI_T7821376,7821376,-1,2006-03-23,2006-03-23,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,07:00 PM,1970-01-01T04:30:00.000Z,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 04:30:00,null,null,null,null,null,null,null
411,DRI,DRI_T7711527,7711527,-1,2007-05-24,2007-05-24,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,07:00 PM,1970-01-01T04:00:00.000Z,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 04:00:00,null,null,null,null,null,null,null
19,DRI,DRI_T7355745,7355745,-1,2003-07-24,2003-07-24,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:30:00.000Z,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:30:00,null,null,null,null,null,null,null
138,DRI,DRI_T7770859,7770859,-1,2007-09-27,2007-09-27,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,07:00 PM,null,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
213,DRI,DRI_T8188828,8188828,-1,2007-02-01,2007-02-01,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17196,Royal Sunset Beach Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
459,DRI,DRI_T8266745,8266745,-1,2007-01-25,2007-01-25,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:00:00.000Z,17196,Royal Sunset Beach Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:00:00,null,null,null,null,null,null,null
